Bib #,First Name,Last Name,M/F,Home Town,State,Country,Nationality,Event,Age,Bib,Wave,Status,Time,Note,# Finishes,# 48h,# 36h
18,Blade,Norman,M,,Texas,United States,United States,2003 Badwater 135,43,18,800,DNF,,,,,
64,Todd,Nott,M,Plattsmouth,Nebraska,United States,United States,2021 Badwater 135,57,64,2130,FIN,33:01:28,,3,3,3
64,Todd,Nott,M,Plattsmouth,Nebraska,United States,United States,2022 Badwater 135,58,64,2300,FIN,29:43:44,,3,3,3
64,Todd,Nott,M,Plattsmouth,Nebraska,United States,United States,2023 Badwater 135,59,64,2200,FIN,29:07:37,,3,3,3
68,Carmelo,Nucifora,M,Mestre,Venice,Italy,Italy,2011 Badwater 135,45,68,800,FIN,40:03:31,,1,1,
82,Doina,Nugent,F,Bavaria,Baden-Württemberg,Germany,Germany,2000 Badwater 135,39,82,1000,FIN,50:23:54,,1,,
43,Valmir,Nunes,M,Santos,São Paulo,Brazil,Brazil,2007 Badwater 135,43,43,1000,FIN,22:51:29,,1,1,1
30,Valmir,Nunes,M,Santos,São Paulo,Brazil,Brazil,2015 Badwater 135,51,30,2300,DNF,,,1,1,1
53,Ray,O'Connor,M,Galway,,Ireland,Ireland,2023 Badwater 135,53,53,2000,FIN,39:20:29,,1,1,
57,Thomas,O'Connor,M,Galway,,Ireland,Ireland,2023 Badwater 135,57,57,2000,FIN,46:26:33,,1,1,
14,Aoife,O'Donnell,F,Dublin,,Ireland,Ireland,2014 Badwater 135,31,14,600,FIN,44:03:00,,1,1,
,Kevin,O'Grady,M,Columbus,Ohio,United States,United States,1990 Badwater 135,N/A,,PM,FIN,50:30:20,"*PM Start Time, Not AM.",1,,
,Joe,Oakes,M,,,United States,United States,1994 Badwater 135,N/A,,PM,DNF,,"*PM Start Time, Not AM.",,,
82,Nathan,Ochsner,M,,,United States,United States,2001 Badwater 135,32,82,1000,FIN,46:02:05,,2,2,
35,Nathan,Ochsner,M,,Texas,United States,United States,2003 Badwater 135,35,35,800,DNF,,,2,2,
36,Nathan,Ochsner,M,,Texas,United States,United States,2005 Badwater 135,36,36,800,FIN,44:35:57,,2,2,
42,Kelly,ODell,F,Circleville,Ohio,United States,United States,2022 Badwater 135,44,42,2000,FIN,46:57:33,,1,1,
94,Krystian,Ogly,M,Sobotka,Dolnoslaskie,Poland,Poland,2019 Badwater 135,41,94,2300,FIN,33:56:25,,1,1,1
40,Michael,Ohler,M,Kandel,,Germany,Germany,2022 Badwater 135,53,40,2300,FIN,29:11:09,,1,1,1
65,Manny,Olivo,M,San Antonio,Texas,United States,United States,2023 Badwater 135,51,65,2000,FIN,43:50:33,,1,1,
83,Marco,Olmo,M,,,Italy,Italy,2001 Badwater 135,52,83,1000,FIN,49:41:30,,1,,
63,Mark K.,Olson,M,Covina,California,United States,United States,2009 Badwater 135,62,63,800,FIN,49:45:16,Lost 11 hours due to forest fire. Earned a sub-48 hour buckle.,7,6,1
63,Mark K.,Olson,M,Covina,California,United States,United States,2011 Badwater 135,64,63,800,FIN,35:07:47,,7,6,1
63,Mark K.,Olson,M,Covina,California,United States,United States,2012 Badwater 135,65,63,800,FIN,45:45:25,,7,6,1
63,Mark K.,Olson,M,Covina,California,United States,United States,2013 Badwater 135,66,63,600,FIN,40:51:56,,7,6,1
63,Mark K.,Olson,M,Covina,California,United States,United States,2014 Badwater 135,67,63,600,FIN,44:44:00,,7,6,1
63,Mark K.,Olson,M,Covina,California,United States,United States,2016 Badwater 135,69,63,2000,FIN,45:11:27,,7,6,1
63,Mark K.,Olson,M,Covina,California,United States,United States,2017 Badwater 135,70,63,2000,FIN,41:39:19,,7,6,1
63,Mark K.,Olson,M,Covina,California,United States,United States,2018 Badwater 135,71,63,2000,DNF,,,7,6,1
63,Mark K.,Olson,M,Covina,California,United States,United States,2019 Badwater 135,72,63,2000,DNF,,,7,6,1
63,Mark K.,Olson,M,Covina,California,United States,United States,2021 Badwater 135,74,63,2000,DNF,,,7,6,1
40,Daniel,Oralek,M,Brno,Jihomoravsky kraj,Czech Republic,Czech Republic,2010 Badwater 135,40,40,800,FIN,30:47:50,,1,1,1
62,Walter,Orwin,M,Chagrin Falls,Ohio,United States,United States,2022 Badwater 135,62,62,2130,DNF,,,,,
71,Pierre,Ostor,M,,Minnesota,United States,United States,2004 Badwater 135,47,71,600,FIN,45:29:30,,3,2,
71,Pierre,Ostor,M,,Minnesota,United States,France,2005 Badwater 135,48,71,800,DNF,,,3,2,
71,Pierre,Ostor,M,White Bear Lake,Minnesota,United States,France,2007 Badwater 135,50,71,800,FIN,41:21:16,,3,2,
71,Pierre,Ostor,M,White Bear Lake,Minnesota,United States,France,2009 Badwater 135,52,71,800,FIN,,,3,2,
56,Jörg,Ostrzinski,M,Köln,,Germany,Germany,2023 Badwater 135,56,56,2000,FIN,39:09:09,,1,1,
22,Monica,Otero,F,Santanna de Parnaiba,São Paulo,Brazil,Brazil,2007 Badwater 135,51,22,800,FIN,54:16:26,,2,,
54,Monica,Otero,F,Santana de Parnaiba,Sao Paulo,Brazil,Brazil,2010 Badwater 135,54,54,600,FIN,55:25:02,,2,,
,Judy,Overholtzer,F,,Arizona,United States,United States,1994 Badwater 135,53,,PM,FIN,46:57:50,"*PM Start Time, Not AM.",3,3,
,Judy,Overholtzer,F,,,United States,United States,1995 Badwater 135,N/A,,PM,FIN,40:44:01,"*PM Start Time, Not AM.",3,3,
,Judy,Overholtzer,F,,,United States,United States,1996 Badwater 135,N/A,,AM,FIN,41:13:00,,3,3,
53,Barb,Owen,F,Maple Ridge,British Columbia,Canada,Canada,2011 Badwater 135,53,53,600,FIN,39:56:11,,1,1,
19,Melanie,Owen,F,Cincinnati,Ohio,United States,United States,2018 Badwater 135,48,19,2000,DNF,,,1,1,
19,Melanie,Owen,F,Cincinnati,Ohio,United States,United States,2019 Badwater 135,49,19,2000,FIN,44:56:33,,1,1,
100,Jorge,Pacheco,M,Los Angeles,California,United States,Mexico,2007 Badwater 135,39,100,1000,FIN,26:41:52,,4,4,4
8,Jorge,Pacheco,M,Los Angeles,California,United States,Mexico,2008 Badwater 135,40,8,1000,FIN,23:20:16,,4,4,4
1,Jorge,Pacheco,M,Los Angeles,California,United States,Mexico,2009 Badwater 135,41,1,1000,FIN,28:23:16,,4,4,4
6,Jorge,Pacheco,M,Los Angeles,California,United States,Mexico,2010 Badwater 135,42,6,1000,FIN,29:11:09,,4,4,4
93,Jorge,Paes Coentro,M,Curitiba,,Brazil,Brazil,2022 Badwater 135,59,93,2130,FIN,43:26:04,,1,1,
,Nick,Palazzo,M,,New York,United States,United States,1999 Badwater 135,N/A,,AM,FIN,43:07:00,,1,1,
72,Yves,Pallardy,M,Martignas,Île-de-France,France,France,2000 Badwater 135,57,72,1000,FIN,50:56:46,,1,,
28,Judit,Pallos,F,,California,United States,Hungary,2005 Badwater 135,28,28,800,FIN,39:33:09,,2,2,
13,Judit,Pallos,F,Newport Beach,California,United States,Hungary,2006 Badwater 135,29,13,1000,FIN,45:12:56,,2,2,
83,Hajo,Palm,M,Berlin,Berlin,Germany,Germany,2013 Badwater 135,63,83,800,FIN,40:32:38,,1,1,
37,Amy,Palmiero-Winters,F,Hicksville,New York,United States,United States,2010 Badwater 135,37,37,1000,DNF,,,2,2,
38,Amy,Palmiero-Winters,F,Hicksville,New York,United States,United States,2011 Badwater 135,38,38,1000,FIN,41:26:42,,2,2,
38,Amy,Palmiero-Winters,F,Hicksville,New York,United States,United States,2012 Badwater 135,39,38,600,FIN,36:49:35,,2,2,
69,Argyrios,Papathanasopoulos,M,Athens,,Greece,Greece,2016 Badwater 135,44,69,2300,FIN,27:39:32,,1,1,1
19,Maria,Paredes,F,Boca Raton,Florida,United States,Venezuela,2022 Badwater 135,48,19,2130,FIN,39:18:02,,1,1,
85,Sukhee,Park,M,dongjak-gu,Seoul,South Korea,South Korea,2013 Badwater 135,46,85,800,FIN,35:54:07,,1,1,1
51,Ian,Parker,M,,,United States,United Kingdom,2002 Badwater 135,51,51,800,FIN,56:52:14,,8,1,
75,Ian,Parker,M,,California,United States,United Kingdom,2003 Badwater 135,52,75,600,FIN,56:48:46,,8,1,
75,Ian,Parker,M,,California,United States,United States,2004 Badwater 135,53,75,600,FIN,47:50:46,,8,1,
75,Ian,Parker,M,,California,United States,United Kingdom,2005 Badwater 135,54,75,600,FIN,53:09:25,,8,1,
75,Ian,Parker,M,Irvine,California,United States,United Kingdom,2006 Badwater 135,55,75,600,FIN,59:20:05,,8,1,
75,Ian,Parker,M,Irvine,California,United States,United Kingdom,2007 Badwater 135,56,75,600,FIN,53:26:44,,8,1,
75,Ian,Parker,M,Irvine,California,United States,United Kingdom,2008 Badwater 135,57,75,600,FIN,57:10:40,,8,1,
88,Ian,Parker,M,Irvine,California,United States,United Kingdom,2010 Badwater 135,59,88,600,FIN,56:09:35,,8,1,
88,Ian,Parker,M,Irvine,California,United States,United Kingdom,2011 Badwater 135,60,88,600,HON,52:14:00,,8,1,
88,Ian,Parker,M,Irvine,California,United States,United Kingdom,2012 Badwater 135,61,88,600,DNF,,,8,1,
,Ross,Parker,M,,,Australia,Australia,1993 Badwater 135,N/A,,PM,FIN,38:01:00,"*PM Start Time, Not AM.",1,1,
100,Ashley,Paulson,F,Saint George,Utah,United States,United States,2022 Badwater 135,40,100,2300,FIN,24:09:34,,2,2,2
100,Ashley,Paulson,F,St George,Utah,United States,United States,2023 Badwater 135,41,100,2200,FIN,21:44:35,,2,2,2
23,Heike,Pawzik,F,Rostock,Baden-Württemberg,Germany,Germany,2006 Badwater 135,42,23,800,FIN,47:18:00,,1,1,
70,Michelle,Payne,F,Southend on Sea,,United Kingdom,United Kingdom,2017 Badwater 135,48,70,2000,FIN,44:17:16,,1,1,
9,Hillary,Peabody,F,Washington,District of Columbia,United States,United States,2023 Badwater 135,36,9,2000,FIN,43:48:48,,1,1,
80,Oz,Pearlman,M,New York,New York,United States,United States,2013 Badwater 135,30,80,1000,FIN,28:03:55,,1,1,1
63,Rui,Pedras,M,Lisboa,Miraflores,Portugal,Portugal,2022 Badwater 135,63,63,2000,FIN,39:42:46,,1,1,
66,Rich,Peers,M,Kitchener,Ontario,Canada,Canada,2022 Badwater 135,51,66,2000,FIN,44:13:01,,1,1,
42,Otto,Peischl,M,Ollersdorf,Burgenland,Austria,Austria,2006 Badwater 135,42,42,800,FIN,42:08:57,,1,1,
87,Stephane,Pelissier,M,,Île-de-France,France,France,2005 Badwater 135,36,87,1000,FIN,45:54:17,,2,2,1
87,Stephane,Pelissier,M,Lanta,Île-de-France,France,France,2006 Badwater 135,42,87,800,FIN,31:28:15,,2,2,1
85,Iván,Penalba Lopez,M,Valencia,,Spain,Spain,2022 Badwater 135,31,85,2300,FIN,24:02:57,,2,2,2
85,Iván,Penalba Lopez,M,Valencia,,Spain,Spain,2023 Badwater 135,32,85,2200,FIN,29:48:12,,2,2,2
72,Eric,Pence,M,,Colorado,United States,United States,2004 Badwater 135,38,72,800,FIN,55:00:15,,2,1,
34,Eric,Pence,M,Eagle,Colorado,United States,United States,2006 Badwater 135,40,34,800,FIN,41:37:15,,2,1,
80,Michael,Peragine,M,Port Saint Lucie,Florida,United States,United States,2018 Badwater 135,37,80,2300,FIN,40:45:40,,1,1,
51,Idan,Peretz,M,Shoham,,Israel,Israel,2023 Badwater 135,51,51,2000,FIN,37:42:41,,1,1,
76,Angel,Perez,M,,California,United States,United States,2004 Badwater 135,32,76,800,FIN,34:08:01,,1,1,1
46,Marc,Perier,M,Paris,Île-de-France,France,France,2000 Badwater 135,46,46,800,FIN,42:40:25,,1,1,
97,Heidi,Perry,F,Lacey,Washington,United States,United States,2012 Badwater 135,41,97,800,FIN,35:49:58,,2,2,1
97,Heidi,Perry,F,Lacey,Washington,United States,United States,2013 Badwater 135,42,97,1000,FIN,44:19:25,,2,2,1
84,Keith,Petersen,M,,,United States,United States,2001 Badwater 135,48,84,1000,FIN,55:45:30,,2,,
52,Keith,Petersen,M,,,United States,United States,2002 Badwater 135,49,52,800,FIN,52:03:32,,2,,
50,Keith,Petersen,M,,Oregon,United States,United States,2003 Badwater 135,50,50,800,DNF,,,2,,
15,Gabe,Peterson,M,Escondido,California,United States,United States,2021 Badwater 135,47,15,2130,FIN,38:52:22,,1,1,
,Bruno,Petroni,M,,,Switzerland,Switzerland,1997 Badwater 135,N/A,,AM,DNF,,,,,
82,Terri,Pfeil,F,Boulder,Colorado,United States,United States,2011 Badwater 135,44,82,600,FIN,45:12:30,,1,1,
53,Bo,Pheffer,M,,,United States,United States,2002 Badwater 135,50,53,800,DNF,,,,,
31,Lindsay,Phenix,F,Los Angeles,California,United States,United States,2022 Badwater 135,31,31,2300,FIN,39:49:42,,1,1,
12,Ted,Philip,M,Wayland,Massachusetts,United States,United States,2012 Badwater 135,47,12,1000,FIN,32:30:48,,1,1,1
85,Augusto,Pinto Oliveira,M,Paredes,,Portugal,Portugal,2017 Badwater 135,44,85,2000,FIN,40:15:36,,1,1,
,Keith,Pippin,M,,,United States,United States,1992 Badwater 135,N/A,,PM,FIN,48:50:00,"*PM Start Time, Not AM.",4,,
,Keith,Pippin,M,,,United States,United States,1993 Badwater 135,N/A,,PM,FIN,55:40:00,"*PM Start Time, Not AM.",4,,
,Keith,Pippin,M,,Arizona,United States,United States,1994 Badwater 135,54,,PM,FIN,53:23:10,"*PM Start Time, Not AM.",4,,
,Keith,Pippin,M,,,United States,United States,1995 Badwater 135,N/A,,PM,FIN,51:26:15,"*PM Start Time, Not AM.",4,,
65,Nicola,Placucci,M,Cesena,FC,Italy,Italy,2021 Badwater 135,38,65,2300,FIN,36:10:47,,1,1,
100,Katherine,Plichta,F,New York,New York,United States,United States,2014 Badwater 135,27,100,800,FIN,38:52:00,,1,1,
24,David,Ploskonka,M,Baltimore,Maryland,United States,United States,2010 Badwater 135,28,24,1000,FIN,34:28:04,,4,4,4
24,David,Ploskonka,M,Baltimore,Maryland,United States,United States,2011 Badwater 135,29,24,1000,FIN,34:18:14,,4,4,4
34,David,Ploskonka,M,Baltimore,Maryland,United States,United States,2012 Badwater 135,30,34,1000,FIN,28:31:50,,4,4,4
34,David,Ploskonka,M,Baltimore,Maryland,United States,United States,2013 Badwater 135,31,34,1000,FIN,32:07:51,,4,4,4
33,Gabriela,Poapst,F,San Jose,California,United States,Mexico,2018 Badwater 135,47,33,2000,FIN,46:22:50,,1,1,
73,Thomas,Podell,M,Hermosa Beach,California,United States,United States,2015 Badwater 135,35,73,2300,FIN,36:13:43,,1,1,
67,Fred,Pollard,M,Brea,California,United States,United States,2007 Badwater 135,67,67,600,FIN,44:56:15,,1,1,
89,Anthony,Portera,M,White Plains,New York,United States,United States,2009 Badwater 135,38,89,800,FIN,52:44:03,"Lost 7 hours, 20 minutes due to forest fire. Earned a sub-48 hour buckle.",7,6,
89,Anthony,Portera,M,White Plains,New York,United States,United States,2010 Badwater 135,39,89,600,FIN,45:58:15,,7,6,
89,Anthony,Portera,M,White Plains,New York,United States,United States,2011 Badwater 135,40,89,600,FIN,39:59:14,,7,6,
89,Anthony,Portera,M,White Plains,New York,United States,United States,2012 Badwater 135,41,89,600,FIN,37:23:37,,7,6,
89,Anthony,Portera,M,White Plains,New York,United States,United States,2013 Badwater 135,42,89,600,FIN,46:17:39,,7,6,
89,Anthony,Portera,M,White Plains,New York,United States,United States,2014 Badwater 135,43,89,600,FIN,37:09:21,,7,6,
89,Anthony,Portera,M,White Plains,New York,United States,United States,2015 Badwater 135,44,89,2000,FIN,38:39:16,,7,6,
66,Kenneth,Posner,M,New York,New York,United States,United States,2010 Badwater 135,47,66,600,FIN,38:07:02,,2,2,
86,Kenneth,Posner,M,New York,New York,United States,United States,2012 Badwater 135,49,86,800,FIN,36:51:20,,2,2,
48,Maria,Poso,F,West Covina,California,United States,Philippines,2022 Badwater 135,50,48,2000,FIN,47:04:11,,2,2,
48,Maria,Poso,F,West Covina,California,United States,Philippines,2023 Badwater 135,51,48,2000,FIN,45:07:35,,2,2,
,Tom,Possert,M,,,United States,United States,1988 Badwater 135,N/A,,AM,DQ,45:10:00,"completed the course in 45:10, but was disqualified afterward for unlawful assistance on the mountain",2,2,1
,Tom,Possert,M,,,United States,United States,1989 Badwater 135,N/A,,PM,FIN,36:10:00,"*PM Start Time, Not AM. 135-mile route",2,2,1
,Tom,Possert,M,Cincinnati,Ohio,United States,United States,1990 Badwater 135,N/A,,PM,FIN,27:56:20,"*PM Start Time, Not AM.",2,2,1
47,Thierry,Poupard,M,Brive,Île-de-France,France,France,2000 Badwater 135,46,47,800,FIN,35:43:40,,1,1,1
88,Antonette,Prather,F,Garner,North Carolina,United States,United States,2015 Badwater 135,46,88,2130,FIN,42:54:32,,2,2,
88,Antonette,Prather,F,Garner,North Carolina,United States,United States,2016 Badwater 135,47,88,2000,DNF,,,2,2,
88,Antonette,Prather,F,Garner,North Carolina,United States,United States,2017 Badwater 135,48,88,2000,FIN,44:30:10,,2,2,
24,Johann,Pratscher,M,St. Ruprecht/Raab,Burgenland,Austria,Austria,2000 Badwater 135,24,24,600,FIN,52:22:00,,2,1,
30,Johann,Pratscher,M,St. Ruprecht/Raab,Burgenland,Austria,Austria,2006 Badwater 135,30,30,800,FIN,42:08:57,,2,1,
99,Greg,Pressler,M,Portland,Oregon,United States,United States,2007 Badwater 135,39,99,1000,FIN,32:51:20,,3,3,1
99,Greg,Pressler,M,Portland,Oregon,United States,United States,2011 Badwater 135,43,99,1000,FIN,38:36:46,,3,3,1
99,Greg,Pressler,M,Portland,Oregon,United States,United States,2015 Badwater 135,47,99,2130,FIN,37:16:59,,3,3,1
79,Joao Sacks,Prestes,M,Curitiba,Parana,Brazil,Brazil,2008 Badwater 135,59,79,600,FIN,42:42:14,,1,1,
55,Alain,Prost-Dumont,M,Ravilloles,Jura,France,France,2009 Badwater 135,55,55,800,FIN,,,1,,
46,Joe,Prusaitis,M,,Texas,United States,United States,2003 Badwater 135,48,46,800,FIN,53:14:54,,1,,
12,Kelley,Puckett,F,Los Angeles,California,United States,United States,2022 Badwater 135,41,12,2130,FIN,39:05:34,,1,1,
48,Amerigo,Puntelli,M,Massa-Carrara,,Italy,Italy,2000 Badwater 135,39,48,800,FIN,51:40:56,,1,,
27,Brandon,Purdeu,M,Lawton,Oklahoma,United States,United States,2014 Badwater 135,27,27,800,FIN,33:07:09,,1,1,1
26,John,Quinn,M,,,United States,United States,2001 Badwater 135,43,26,600,DNF,,,,,
77,John,Quinn,M,,,United States,United States,2002 Badwater 135,44,77,1000,DNF,,,,,
86,Linda,Quirk,F,Jacksonville,Florida,United States,United States,2013 Badwater 135,60,86,600,FIN,44:00:49,,2,2,
70,Linda,Quirk,F,Las Vegas,Nevada,United States,United States,2023 Badwater 135,70,70,2000,FIN,45:04:42,,2,2,
,John,Radich,M,Monrovia,California,United States,United States,1997 Badwater 135,43,,AM,FIN,51:07:00,,14,11,2
54,John,Radich,M,Monrovia,California,United States,United States,2002 Badwater 135,48,54,800,FIN,43:01:54,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2003 Badwater 135,49,77,1000,FIN,43:14:12,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2004 Badwater 135,50,77,800,FIN,49:17:20,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2005 Badwater 135,51,77,800,FIN,46:53:43,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2006 Badwater 135,52,77,800,FIN,33:38:33,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2007 Badwater 135,53,77,1000,FIN,33:08:58,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2008 Badwater 135,54,77,1000,FIN,38:09:50,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2009 Badwater 135,55,77,1000,FIN,,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2011 Badwater 135,57,77,600,FIN,41:46:25,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2012 Badwater 135,58,77,600,FIN,43:31:13,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2013 Badwater 135,59,77,600,FIN,42:25:27,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2014 Badwater 135,60,77,600,FIN,45:34:10,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2015 Badwater 135,61,77,2000,FIN,46:41:05,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2016 Badwater 135,62,77,2000,DNF,,,14,11,2
77,John,Radich,M,Monrovia,California,United States,United States,2021 Badwater 135,67,77,2000,DNF,,,14,11,2
15,Sergio,Radovcic,M,Delray Beach,Florida,United States,Serbia,2012 Badwater 135,38,15,800,FIN,41:09:01,,3,3,
65,Sergio,Radovcic,M,Delray Beach,Florida,United States,Serbia,2013 Badwater 135,39,65,800,FIN,45:49:08,,3,3,
65,Sergio,Radovcic,M,Scottsdale,Arizona,United States,Serbia,2014 Badwater 135,40,65,600,FIN,44:13:55,,3,3,
,Whit,Rambach,M,,,United States,United States,1995 Badwater 135,N/A,,PM,FIN,58:42:07,"*PM Start Time, Not AM.",1,,
12,Ernie,Rambo,F,,,United States,United States,2002 Badwater 135,45,12,600,FIN,55:03:26,,1,,
56,Conrado,Ramirez,M,Pomona,California,United States,Mexico,2022 Badwater 135,48,56,2300,FIN,36:27:38,,1,1,
75,Ricardo,Ramirez,M,Santa Clarita,California,United States,Mexico,2022 Badwater 135,50,75,2130,FIN,37:10:55,,1,1,
52,Patsy,Ramirez-Arroyo,F,Guaynabo,Puerto Rico,United States,United States,2018 Badwater 135,52,52,2300,FIN,33:26:21,,1,1,1
86,Christopher,Rampacek,M,,,United States,United States,2001 Badwater 135,49,86,1000,FIN,47:10:20,,3,2,
79,Christopher,Rampacek,M,,,United States,United States,2002 Badwater 135,50,79,1000,FIN,52:29:51,,3,2,
51,Christopher,Rampacek,M,,Texas,United States,United States,2003 Badwater 135,51,51,800,FIN,41:58:31,,3,2,
79,Christopher,Rampacek,M,Houston,Texas,United States,United States,2006 Badwater 135,54,79,800,DNF,,,3,2,
15,Alex,Ramsey,M,Benbrook,Texas,United States,United States,2016 Badwater 135,31,15,2130,FIN,34:14:01,,1,1,1
42,Claus,Rasmussen,M,Frederiksberg,,Denmark,Denmark,2016 Badwater 135,42,42,2130,DNF,,,1,1,
29,Claus,Rasmussen,M,Frederiksberg,,Denmark,Denmark,2019 Badwater 135,44,29,2000,FIN,42:41:14,,1,1,
82,Kim,Rasmussen,M,Allinge,,Denmark,Denmark,2007 Badwater 135,40,82,800,FIN,38:01:01,,1,1,
68,Doug,Ratliff,M,San Antonio,Texas,United States,United States,2010 Badwater 135,41,68,600,FIN,40:30:08,,2,2,
68,Doug,Ratliff,M,San Antonio,Texas,United States,United States,2012 Badwater 135,43,68,600,FIN,40:18:30,,2,2,
76,Nina,Raver Shapira,F,Rehovot,,Israel,Israel,2023 Badwater 135,47,76,2200,FIN,35:15:54,,1,1,1
52,Gerardo Hector,Re,M,Rafael Calzada,Buenos Aires,Argentina,Argentina,2012 Badwater 135,52,52,600,FIN,37:35:27,,1,1,
97,Garth,Reader,M,Los Alamos,New Mexico,United States,United States,2019 Badwater 135,57,97,2130,FIN,38:12:41,,1,1,
79,Manmadh,Rebba,M,Secunderabad,,India,India,2023 Badwater 135,44,79,2000,FIN,39:50:06,,1,1,
70,Brian,Recore,M,Yuba City,California,United States,United States,2010 Badwater 135,34,70,600,FIN,39:11:29,,3,3,2
70,Brian,Recore,M,Valley Center,California,United States,United States,2011 Badwater 135,35,70,800,FIN,34:24:05,,3,3,2
